61595
7665	30	99
10455	383	6543
1219	46	1181
5885	7	2883
6067	98	7332
10800	674	3477
918	11	919
4765	52	1398
1181	31	4199
6789	37	1220
4190	171	10
815	15	2121
10890	202	1294
10218	303	4609
2025	140	2251
7421	476	14478
1077	26	2581
11535	13	9309
2991	26	5216
9369	20	58
7170	8	10
10904	21	251
11202	168	36
3778	168	36
101	91	2483
5264	3	9381
7334	17	35
13884	202	223
2430	43	101
9047	109	4628
12351	4	10
2221	9	7768
3467	3	5361
5443	3	8272
5329	84	504
2462	171	17
2678	20	1410
5456	79	4797
7408	84	58
10528	266	3728
1735	26	11855
11731	82	8555
506	247	3116
1635	49	1929
1767	261	13242
975	47	4089
4351	313	7643
5900	29	58
13860	30	230
7274	84	58
918	26	1451
10	5	5861
427	38	8385
3151	25	1466
2410	12	4954
6828	136	333
6032	422	3116
9061	315	6005
2299	26	3810
2731	18	774
2731	18	3629
5254	467	58
2005	84	58
2037	48	58
2715	48	58
11296	65	254
1343	75	5479
183	4	10
13926	311	2234
5296	17	35
136	7	4613
9869	279	5133
10401	397	5842
101	91	7780
4173	13	4174
9743	57	58
238	27	10616
61	182	2918
8043	43	101
58	170	8466
3256	33	7656
9776	9	4867
6698	140	4590
101	91	5166
506	135	6875
1617	20	41
1802	181	13881
5443	30	230
7578	10	612
2963	26	12658
4544	23	58
9607	940	11296
2908	492	11294
10859	115	10858
5774	182	35
101	91	842
3289	84	58
7374	30	391
8688	352	12920
1181	31	1633
101	91	8850
10486	138	17
6049	564	3282
33	27	134
5435	79	10534
401	53	1140
2373	13	2015
13898	43	101
5593	134	4173
8708	17	35
3105	383	6543
805	10	369
13368	352	7298
13063	43	101
10112	46	1181
1733	19	4086
4981	196	4533
8842	20	58
2752	164	1554
3697	46	1181
6543	261	6963
900	190	4429
3591	335	58
2789	205	845
1043	102	11583
617	284	138
943	168	2731
391	32	1336
14351	414	5385
14292	267	58
3213	43	101
11224	165	11962
9285	84	58
101	91	9051
918	26	7387
5778	330	1168
10	5	1263
918	26	10877
8956	9	4314
6255	10	612
4869	43	101
1395	79	4173
10	261	7304
13182	84	58
6803	53	1269
4538	16	570
8870	7	3570
106	46	1181
229	267	58
4585	129	6016
2570	54	1093
6002	43	101
1694	20	3116
101	91	4327
6897	164	65
958	138	1556
10566	103	375
247	674	58
8865	30	667
773	17	35
6145	267	58
7061	3	272
3937	138	3938
1209	40	7187
12069	142	9285
3100	229	58
8157	23	750
5359	39	11567
10178	23	58
1822	30	391
58	170	11106
583	446	9622
1427	35	431
5778	446	8902
92	37	1189
8940	46	1181
1798	23	58
1878	138	10
1846	288	9106
504	23	4004
1829	52	253
4674	48	58
8061	84	58
291	94	11289
5028	7	3370
11849	43	101
2557	47	2558
3095	84	58
612	11	343
58	28	12478
845	10	419
2973	22	644
6733	43	101
3942	77	1755
11356	676	6875
101	91	13998
7581	119	11914
5308	3	12449
1181	31	8158
4626	43	101
11195	138	10
4004	28	617
3761	43	101
5484	730	11649
1472	184	10856
6675	479	58
2569	52	179
4140	22	11593
2991	79	8410
10259	43	101
5901	279	4419
6622	84	58
2960	22	1485
6759	10	32
6808	153	10348
6897	24	9755
4140	165	4736
90	37	3763
3267	84	58
12038	390	5135
1156	181	4028
3477	34	598
1366	7	1783
12090	225	359
8400	30	230
2243	17	35
8553	10	5544
3023	46	1181
591	356	7074
101	91	2433
11760	105	2008
5131	46	1181
191	435	5163
10243	136	1212
6976	7	4575
3250	22	644
6048	9	7041
4168	23	58
11152	9	7794
604	412	2482
1189	26	2726
58	170	10990
9378	624	11356
589	22	644
2965	356	1291
5738	63	211
101	91	3618
5406	8	10
975	27	5456
13509	13	9814
6321	108	465
101	91	12896
3297	8	10
8737	20	3477
1611	845	58
4117	38	4133
886	725	5498
1298	17	35
12631	483	138
1181	31	9225
803	621	7982
101	91	6108
14402	43	101
3487	43	101
6193	142	5216
696	26	4086
9850	9	11517
3575	313	11762
5423	138	10
6435	43	101
417	9	5463
36	18	5902
436	54	4765
1950	10	612
1289	46	1181
2254	28	14157
2918	337	282
6153	9	1764
58	170	9300
1293	23	58
3626	510	1846
6597	26	12720
2815	423	11192
2781	30	391
4046	50	1590
1073	31	5072
6292	167	8553
2031	13	576
5100	22	8194
11087	474	3100
3122	382	3075
1887	169	436
745	54	7659
2837	84	504
287	37	1220
6747	49	761
8884	30	391
2200	20	372
2915	530	8875
9350	4	10
5702	13	4085
3957	20	504
41	453	4069
4535	429	1970
9636	50	818
13750	30	391
101	91	5650
1466	333	5831
6014	41	4876
3357	184	2570
1755	389	3191
10	261	10740
4540	344	5746
1179	250	6279
2798	46	107
11432	57	58
2812	23	58
4625	13	4255
99	32	11036
99	32	4588
10098	71	13283
2226	32	12708
2858	267	58
1959	43	101
4582	10	612
14518	43	101
2550	28	10154
4868	75	9680
101	91	14431
4981	290	9208
5327	165	7726
8954	52	1094
230	32	7267
9767	148	7656
3937	291	255
8407	20	3116
6444	23	635
1065	52	1095
4964	40	8410
101	91	6954
13229	20	41
85	84	58
1645	20	1410
2429	225	13056
2978	7	5707
2137	20	1304
7585	267	58
1485	38	4100
58	297	658
928	182	2918
14345	138	10
8800	46	1618
11310	445	58
4425	680	10
10355	84	58
10750	43	101
9263	94	11642
8282	73	214
6279	137	9770
2482	261	1013
6832	15	741
11590	43	101
10775	25	1466
1188	61	9734
10	5	4440
58	28	5454
1427	35	1887
4954	294	3788
12144	84	3116
101	91	12457
5110	8	10
2262	46	1181
7373	71	4964
2373	9	1229
58	28	10541
12267	23	58
1472	52	2667
1183	13	417
1194	136	6082
6021	30	391
2360	84	58
5028	56	138
338	32	12201
3521	77	4854
58	28	442
2560	57	58
1095	35	7759
2222	13	4831
13753	44	3036
36	18	3609
11390	43	101
12632	84	58
8870	172	3570
498	257	2561
1557	151	6543
583	190	11063
12182	37	2299
10	261	11559
4282	157	5216
5440	4	10
7530	57	58
6832	15	850
101	91	14284
8183	151	6543
9941	281	9597
807	75	3294
36	350	750
5476	37	1970
9937	46	1181
9649	192	13768
4864	61	2137
2750	128	4981
8871	240	240
6861	20	58
6964	20	58
7742	48	58
6595	168	2731
7242	38	600
6654	46	1181
1271	537	10097
794	36	13548
1059	64	4494
152	637	4981
3757	52	4
4885	37	10616
7298	576	13368
58	792	2801
12088	144	2770
7559	43	101
8008	10	8013
3800	39	1806
7701	38	1159
1974	42	58
4756	20	58
12014	84	58
7336	84	58
8001	936	13308
198	48	58
890	241	6065
14104	1055	12131
2651	196	7222
5675	255	9052
252	44	2744
975	490	3503
10	5	11837
9691	184	10856
6458	23	58
391	32	876
845	50	2050
1604	20	3647
14217	154	10757
5308	3	8420
3627	10	612
2710	53	10013
6380	142	5216
2226	32	514
11330	23	58
71	32	9763
1181	31	6759
750	28	10143
10475	7	6256
58	28	10966
4291	43	101
2410	12	2674
2226	32	4277
8686	9	6976
5880	204	1280
3347	20	635
7946	4	10
4355	119	4777
10	5	10151
14117	294	658
101	91	13570
273	11	10007
11609	477	1767
7736	43	101
1034	28	12675
1435	393	4198
8385	30	230
10723	397	2632
10	5	666
8761	30	1935
9047	202	223
1059	54	5901
7026	30	391
8835	84	58
86	39	438
7010	253	5028
13802	833	8625
2761	290	226
13562	57	58
10310	13	3313
17	5	4596
562	31	7659
2569	20	58
3629	142	3683
9754	20	761
10866	138	10
391	32	6535
10096	17	35
644	38	4355
7348	43	101
58	41	7511
13613	57	58
403	91	10528
2482	261	2654
7023	37	918
99	32	10958
6380	80	33
2226	32	594
1012	7	488
9324	44	761
1920	30	2226
6349	3	5182
1076	50	6944
4285	67	185
767	48	58
10	5	3285
9322	315	3084
6116	210	9908
5356	43	101
1749	26	7392
1821	48	58
5958	119	8205
2414	136	185
9812	43	101
3356	30	2226
6614	119	13790
8813	322	6345
1065	7	3629
1749	11	5173
6082	136	1281
58	28	12541
101	91	6096
12169	217	750
4824	96	10279
336	30	99
1884	48	58
171	48	58
2452	184	745
8382	23	58
101	91	13565
13149	348	58
101	91	11350
7934	348	2684
6522	544	6345
2504	10	918
13276	128	445
58	28	409
6789	3	1337
14574	455	8972
101	91	12999
1287	17	35
4274	138	6543
7563	32	2781
6275	48	58
838	79	11801
7891	43	101
1917	84	58
5686	84	635
4970	84	58
7581	67	1281
9608	171	10
3151	40	4829
7796	148	2834
3702	48	58
7857	20	41
8623	20	761
5227	27	6179
11546	23	58
4981	44	3359
185	732	5766
11580	171	10
2527	50	612
10733	57	58
2491	11	4376
335	69	5902
11948	43	101
4215	53	11855
2793	119	7531
6570	79	1163
10183	84	58
6082	15	1790
265	43	101
5304	17	35
6732	84	58
701	16	2650
5962	142	8376
5598	43	101
230	32	9776
2933	17	35
104	260	5880
10111	23	58
1620	3	2056
2059	136	185
1296	142	1297
983	6	4996
2372	23	58
629	10	386
7659	46	567
65	26	488
4170	182	2918
3116	527	7112
1262	245	2462
1718	13	3264
11731	82	12615
101	91	5871
5596	71	4964
9504	168	13402
5686	37	3556
5916	37	3393
4981	196	8971
2057	11	3528
8489	37	2299
1941	26	7328
6491	682	6972
99	32	5697
7071	154	3262
6900	30	2226
99	32	10244
8410	478	1818
101	91	6688
9252	848	58
7989	258	138
12060	323	1043
652	84	58
403	91	10904
9836	9	2751
1181	31	7260
7923	17	35
7739	13	5839
4425	639	10
673	43	101
4725	27	2057
3495	49	761
3393	26	5897
4829	39	1822
5135	289	9832
6162	7	10898
2411	25	822
12236	267	58
58	297	2984
4255	428	9373
58	28	10265
9378	123	8512
6570	79	8335
1944	11	3757
3643	7	4621
3566	30	99
9975	13	5443
1073	31	4046
1073	31	4325
58	28	10980
2700	59	959
101	91	14169
1554	16	3497
5854	13	8092
1832	53	7075
2386	134	2387
5339	44	3116
5483	114	272
6671	15	6082
6625	4	10
7369	395	7460
3828	6	143
1747	229	3116
1462	32	13486
583	28	12136
14140	278	3116
1715	20	761
7208	13	1620
3466	13	8317
8186	13	9954
697	54	7659
13241	29	58
9059	192	264
13456	43	101
11111	23	3116
53	181	4335
9200	291	6904
5503	114	11008
1579	10	612
7421	20	1043
101	91	4773
5567	37	1735
8433	56	138
10080	168	2731
12860	57	58
9499	84	706
4160	93	8956
7931	84	58
10	5	12913
11194	39	8063
1220	26	3688
5854	13	527
663	79	2868
11518	84	58
11838	128	9021
7068	17	35
869	58	1798
4325	52	207
3453	71	89
58	28	9544
2137	476	3905
1273	272	2482
10615	84	58
280	84	58
5622	43	101
1281	156	3466
3116	34	9657
5403	30	667
1181	31	7898
101	91	2510
239	114	10567
3669	261	3937
6004	9	5843
5214	13	3044
9677	250	3400
8146	8	10
8345	57	58
101	91	7015
101	91	9453
6707	59	2482
11748	43	101
2729	84	58
287	164	161
4864	9	2137
6250	20	58
635	102	1610
391	32	5725
8551	119	706
10	261	12401
2482	260	6963
414	2	4534
101	91	12598
13860	37	1175
4861	20	58
10408	84	3116
885	20	58
101	91	10078
6647	13	6627
7917	490	4990
2736	329	2735
14167	43	101
2299	72	1573
11403	278	3116
5175	38	7339
6643	13	7215
1436	20	58
7859	248	11813
10	5	10498
11296	201	1556
11087	897	2074
101	91	8740
682	26	8626
9884	171	174
7542	84	3116
4011	31	1007
5498	514	1038
3022	43	101
161	26	287
2868	30	681
99	32	11391
5373	84	58
6116	1	12812
287	37	1003
5470	8	10
2730	37	32
6490	915	10850
101	91	5205
6614	168	2731
9703	43	101
1259	10	612
3816	43	101
10	5	11654
5880	228	988
11589	84	58
4555	61	7007
10	5	10585
5250	43	101
11278	9	4283
4606	52	1427
13587	171	10
6528	30	391
101	91	11483
2772	10	612
544	49	58
5738	84	278
2263	54	4805
5618	27	612
2778	114	3566
1032	375	7088
4135	422	58
3264	37	682
2225	270	58
667	32	4008
4273	38	4255
10187	23	58
1181	31	10606
58	541	10194
2386	20	761
10933	153	7611
11855	3	5136
13402	18	9504
1435	270	278
13274	358	4133
3912	164	1392
7450	43	101
58	28	9413
12178	3	4994
1181	31	8351
9859	189	392
7421	10	4640
6357	53	10630
5205	105	12933
8553	52	1089
7682	289	5906
1854	9	7124
10098	478	1818
636	43	101
287	80	8173
3467	22	1569
2637	270	6014
5088	48	58
10469	165	4704
4501	20	3116
1435	135	618
99	32	4163
58	124	1520
4868	13	4924
3819	17	35
1942	27	10616
58	170	9723
2482	261	1906
1398	537	10097
10664	26	12755
3671	520	6129
9417	168	36
2700	151	959
2834	46	1181
2203	17	35
7196	77	4946
6581	43	101
1205	273	8428
1594	164	10664
5663	20	2254
11656	57	58
1068	28	7169
2195	94	2454
10343	43	101
2902	141	138
2802	189	1423
1389	202	7196
6166	61	4706
5979	37	1941
4784	84	58
10893	84	58
200	53	10013
71	32	2324
8551	128	4366
286	128	5918
58	170	5921
750	81	240
6067	1087	101
1735	79	738
338	32	2387
2041	204	2482
8732	138	10
3828	473	58
10403	247	3798
3468	46	1181
909	26	5443
1038	270	465
12750	43	101
6822	164	2299
6814	84	58
3321	123	2217
7055	53	6256
10	5	6909
4765	212	10877
1466	219	3338
386	26	12345
17	5	10442
1192	46	1181
1325	9	5843
7332	56	1542
4224	43	101
12866	43	101
101	91	4078
1271	35	2440
649	7	8384
6560	46	1181
5801	17	35
1466	181	11844
2860	32	5264
4223	7	4818
697	64	7332
3174	428	3173
2057	11	4915
8688	616	10722
10580	32	7249
3116	527	6951
13626	43	101
8244	47	1112
2057	26	2354
1472	52	6658
8929	84	706
58	28	12609
2051	46	1181
11143	105	3406
7815	53	131
101	91	1359
7501	7	1404
10	261	14253
3802	184	2570
1704	84	58
7659	637	12153
799	711	5281
5820	73	214
10830	43	101
7957	228	2482
9	5	6419
58	124	5629
5036	48	58
101	91	10719
9069	277	6306
4090	16	975
7267	3	3012
2737	157	4086
11362	43	101
1992	13	1849
5672	13	5567
58	28	8353
11202	148	4374
1046	26	1005
6748	547	58
12123	779	11087
11874	9	6598
789	335	761
10386	20	3477
4854	43	403
6832	15	334
3906	164	6944
5675	344	9052
983	6	2827
7071	259	138
926	26	131
1156	181	10971
3148	165	12070
675	3	7180
12720	13	662
2263	64	7069
5432	16	975
12089	3	7796
4849	10	2299
10132	43	101
950	151	6543
3809	267	58
4585	129	4559
11386	38	10185
9859	189	796
9902	128	445
1181	31	7468
918	11	1870
2706	88	10099
3577	31	3896
5597	23	58
6871	84	58
3797	43	101
644	38	3710
8512	43	101
8518	9	1158
612	11	150
3071	134	4173
101	91	12299
120	26	10581
101	91	6172
1836	181	4028
13025	8	10
1944	26	3999
6612	138	10
975	27	10582
2029	30	391
2269	182	828
13309	23	58
918	72	8468
7663	73	638
7287	19	1405
11645	30	391
5028	766	138
3343	389	9280
2299	11	8964
6082	136	1312
2057	72	3454
1799	446	4488
1872	35	1781
4835	3	7663
13087	8	10
9708	10	612
5028	20	2082
7215	246	96
3832	22	8194
3489	30	391
2885	46	1181
1804	393	4837
403	91	7215
13021	211	138
2799	46	1181
12044	39	1359
4301	17	35
1198	228	2482
5643	20	1785
11880	62	750
3521	77	4028
6641	38	4304
9636	10	82
8576	13	738
5443	9	6305
3926	164	1392
761	323	1410
2000	73	214
116	48	504
4530	138	959
3836	30	391
3116	419	1053
3354	7	6065
4363	38	9322
1405	42	14146
1632	23	58
10000	138	10
5009	363	4509
5320	84	58
4765	48	635
5914	30	391
9591	32	12069
11684	105	14384
2527	20	41
7161	32	13433
6191	22	12324
2678	52	4
890	168	2731
914	150	10528
1244	73	214
3060	26	5707
12603	84	58
9326	84	58
5481	221	4325
1927	32	10537
5760	53	3801
8120	84	58
2440	7	8521
2721	204	2482
1051	53	1854
101	91	10080
1785	160	2678
2756	84	58
10623	47	4608
110	20	3116
2731	18	1913
975	27	3246
3116	95	4346
7659	44	79
6142	141	138
8271	57	58
4791	84	58
14148	278	504
11322	84	58
653	156	738
5760	207	1029
5840	1	1673
13632	9	7248
10035	278	41
6685	165	2025
5724	169	2684
89	374	11533
8820	13	6647
3599	10	1600
12523	43	101
58	792	6717
6803	10	463
1446	26	123
5122	48	58
5389	53	287
4534	53	3727
2137	10	3578
9828	168	2731
4438	9	3260
181	4	17
3391	32	8237
130	172	2030
9460	422	58
101	91	7362
8544	164	6944
10	665	7438
9304	43	101
2339	84	58
4356	444	4599
4797	67	877
3950	79	4181
4044	23	58
13651	57	58
8837	20	1732
8307	20	58
562	31	9692
2731	18	5721
2226	32	6248
99	32	8583
10	5	12056
959	260	2278
99	32	731
185	156	5720
3227	24	3244
10421	84	58
58	28	8598
2146	323	58
2731	18	5642
11891	84	3116
1818	301	4621
580	105	7130
10693	344	1352
9119	164	1554
3806	49	761
7489	30	391
4298	245	7062
1296	119	10252
2107	297	8695
3829	58	3854
7701	38	912
2895	279	576
5802	84	58
10817	30	2226
3393	79	1551
1557	123	4028
6152	397	5842
444	247	617
5915	52	1427
11808	94	12044
1474	129	11855
5707	37	1347
8956	13	1361
391	32	4655
6647	37	7212
10243	156	2533
823	25	1466
5189	37	10616
3351	17	35
5778	114	12422
1262	65	2462
3959	11	5391
1055	445	58
11075	84	58
11391	22	644
4736	140	4133
12828	99	8212
10	5	12881
5529	37	2970
4141	168	2731
32	11	2043
4185	206	1435
6065	61	5186
3757	48	1785
12219	177	138
3919	9	1821
1181	31	250
6064	483	138
2263	64	5164
6797	427	650
101	91	12573
2482	260	3728
12809	128	1298
1991	26	1992
576	13	2031
7536	267	58
10487	46	1181
10940	57	58
1153	267	58
1469	56	1542
2226	32	1920
2234	651	13926
2226	32	2611
9934	763	2095
3422	37	1871
8995	40	2758
7132	20	41
10079	11	9021
6652	48	58
287	13	3507
13716	8	10
2854	224	12295
10850	60	11303
10241	63	185
320	35	8954
4997	74	11468
10827	171	10
9353	20	58
10013	37	1395
5389	20	465
2074	49	58
2370	53	272
943	30	391
391	32	12040
4505	157	131
11145	4	10
7882	138	4491
4486	17	35
5843	20	314
101	91	14332
5652	44	320
5924	164	2071
662	13	8385
3807	49	761
3248	153	3916
10156	389	9280
2411	109	879
10264	37	429
10449	17	35
1221	319	10121
6608	151	6543
675	94	2296
4656	146	1001
5816	142	7373
1466	181	9604
10264	37	5058
101	91	3056
13162	43	101
7485	43	101
6328	138	10
2550	28	13939
5652	20	1381
7165	43	101
6277	72	359
775	26	1405
1466	181	3626
1158	21	7732
2299	11	1287
7127	9	1604
7894	37	161
99	32	6862
4534	427	3727
1635	206	3591
8956	24	10021
548	26	8410
717	140	4590
1012	48	58
4854	25	1986
417	225	476
1389	40	10098
403	91	3453
3241	28	2688
8206	9	5072
9915	296	240
2965	118	3524
2923	202	14498
14661	43	101
12520	43	101
576	13	4806
12041	4	10
3085	228	2482
7155	20	58
2402	43	101
131	13	3506
7102	30	99
334	104	185
414	2	2761
391	32	4073
8599	94	11567
5110	4	10
13654	8	10
419	11	12960
3788	28	4954
7130	97	4333
5885	56	138
2176	10	2480
2731	18	10898
2057	11	1161
344	106	6714
101	91	12988
82	72	3122
101	91	13064
7293	155	6511
2958	23	920
12530	221	6495
2526	20	504
101	91	3353
478	38	5902
1174	13	272
7452	674	58
612	16	4725
9336	23	58
888	253	629
7176	28	13936
6688	43	101
9047	362	138
11127	4	10
4773	20	465
7152	74	9549
4435	46	1181
2468	169	2570
3075	27	32
101	91	8361
11442	48	58
11161	13	8576
2274	67	6832
2561	43	101
11277	355	5107
127	79	5214
2122	61	649
8289	43	403
10757	23	635
36	18	969
959	261	2278
131	167	9811
6303	30	99
287	61	1315
9004	48	58
3468	20	2778
10584	164	11685
1189	26	3550
14081	23	2766
58	595	5834
2793	13	7627
10643	19	3999
202	32	11118
5843	20	1634
10736	20	58
1281	136	815
12301	422	58
2299	72	7348
10007	53	11810
79	2	10007
6071	94	6016
10	261	8575
228	9	3233
6828	15	4059
2116	7	7215
7656	52	253
8231	184	1659
826	37	1554
5880	272	988
403	91	1645
441	138	959
12239	53	1582
8348	52	248
6496	37	1554
6693	30	99
4765	10	386
4559	75	9503
8	482	10
10028	30	99
11535	13	5003
4955	63	3335
10	261	13052
12502	37	1749
1347	72	8837
2552	84	58
13730	33	3233
8579	63	6082
1944	16	33
5700	279	646
845	20	3647
7275	39	1806
2261	30	2226
101	91	1596
5387	79	6425
6162	52	207
4483	43	101
2454	22	644
11574	17	35
6002	202	5135
4765	7	10258
2325	148	845
14368	168	36
2575	9	8657
8852	20	504
3435	9	3599
3874	43	101
10713	9	8468
3116	97	5176
3095	13	13201
2679	99	3362
629	46	225
5588	148	9353
6572	80	5227
6797	7	2739
4547	735	4955
129	2	5901
4523	38	7293
6794	3	1112
13790	190	842
1181	31	7577
1688	124	1435
1970	122	6593
10	5	5809
8850	43	101
4739	10	918
391	32	12418
1663	171	10
6114	157	131
49	110	58
6606	138	10
4496	23	58
2173	79	6048
983	28	8164
4498	26	10060
3167	381	7215
4325	20	1634
10715	171	10
68	32	4621
2772	48	58
8715	43	101
3957	20	3477
101	91	602
11118	30	2484
58	102	4741
8001	30	99
10	261	8079
1372	99	4425
10981	340	11250
13790	23	397
41	97	2966
2731	18	7394
58	170	14254
644	38	11327
8181	9	7921
6897	142	1775
12635	110	2432
5876	61	359
9673	171	10
681	32	4621
2097	4	10
94	17	35
262	60	58
36	18	8028
8289	75	3977
4474	48	58
2482	261	6775
93	20	504
8371	138	17
3843	146	211
12046	171	10
6862	67	185
10063	20	465
143	58	4414
101	91	965
10144	7	15
2823	32	5702
10611	138	10
3185	1	12069
401	10	2069
4726	17	35
6383	29	58
131	37	5795
504	132	5102
58	28	331
1624	190	10385
2573	43	101
3276	247	504
3430	37	1554
4608	73	214
651	32	12345
5388	48	58
10013	61	3579
3477	133	1747
2176	227	4771
958	191	7342
618	49	617
104	412	2482
101	91	12220
6641	38	2606
13691	294	2008
2918	337	11264
7290	413	11194
6832	156	6391
101	91	4342
6441	71	9677
8459	30	2226
4599	225	2999
185	136	814
293	84	58
3050	148	1007
7880	32	10121
58	28	4142
101	91	13880
58	28	1922
4234	46	1181
8635	250	6279
3577	31	1400
1749	79	12502
544	206	1804
13039	30	2226
1762	9	9636
4239	27	2057
6258	17	35
591	397	9043
629	209	657
2678	53	1260
2110	445	58
2411	25	2191
123	13	155
3296	138	2482
101	91	12372
7933	43	101
101	91	12849
612	79	5506
101	91	7069
497	229	504
1622	30	7161
58	124	1626
644	38	11272
12213	84	58
58	28	1179
4	35	11785
247	124	1435
10097	429	4828
3319	267	58
11336	25	9518
185	104	4589
1408	7	13509
1033	129	1297
4173	37	300
2456	140	6180
2871	35	1472
5246	42	583
2684	277	1190
58	28	8555
2355	27	612
6104	220	5778
4598	17	35
11277	13	8283
2995	43	101
10777	43	101
1686	84	58
5207	43	101
5660	38	2868
4040	169	4808
36	18	10365
7917	205	1428
58	28	4713
3227	37	701
2364	138	10
8348	21	251
3609	119	13796
58	28	49
2598	164	3393
12245	178	5913
1633	20	761
2534	337	6714
3048	37	4194
1516	20	443
10243	156	7030
8425	3	272
4336	23	58
12667	138	10
6798	545	1836
58	297	4713
8544	61	3122
2057	11	11984
10	5	10956
316	52	179
58	170	6928
3712	225	13548
2500	44	79
11350	13	2373
934	17	35
101	91	594
6331	151	2482
6817	43	101
12329	30	391
4899	202	5135
5950	109	4628
2137	50	5130
36	350	9388
9135	84	58
